"Região Habilitação Atual","UF Habilitação Atual","Sexo","Faixa Etária","Categoria","Qt. Condutor Histórico"
"Nordeste","Sergipe","Masculino","71 a 80","A-Condutor Moto","576"
"Nordeste","Sergipe","Masculino","71 a 80","AB-Condutor Moto/Carro","2.710"
"Nordeste","Sergipe","Masculino","71 a 80","AC-Condutor Moto/Caminhão","155"
"Nordeste","Sergipe","Masculino","71 a 80","AD-Condutor Moto/Ônibus","404"
"Nordeste","Sergipe","Masculino","71 a 80","AE-Condutor Moto/Carreta","90"
"Nordeste","Sergipe","Masculino","71 a 80","B-Condutor Carro","15.188"
"Nordeste","Sergipe","Masculino","71 a 80","C-Condutor Caminhão","944"
"Nordeste","Sergipe","Masculino","71 a 80","D-Condutor Ônibus","2.369"
"Nordeste","Sergipe","Masculino","71 a 80","E-Condutor Carreta","494"
"Nordeste","Sergipe","Masculino","71 a 80","X-Condutor Ciclomotor","7"
"Nordeste","Sergipe","Masculino","71 a 80","XB-Condutor Ciclomotor/Carro","2"
"Nordeste","Sergipe","Masculino","81 a 90","A-Condutor Moto","154"
"Nordeste","Sergipe","Masculino","81 a 90","AB-Condutor Moto/Carro","384"
"Nordeste","Sergipe","Masculino","81 a 90","AC-Condutor Moto/Caminhão","19"
"Nordeste","Sergipe","Masculino","81 a 90","AD-Condutor Moto/Ônibus","59"
"Nordeste","Sergipe","Masculino","81 a 90","AE-Condutor Moto/Carreta","5"
"Nordeste","Sergipe","Masculino","81 a 90","B-Condutor Carro","6.221"
"Nordeste","Sergipe","Masculino","81 a 90","C-Condutor Caminhão","390"
"Nordeste","Sergipe","Masculino","81 a 90","D-Condutor Ônibus","1.057"
"Nordeste","Sergipe","Masculino","81 a 90","E-Condutor Carreta","98"
"Nordeste","Sergipe","Masculino","81 a 90","X-Condutor Ciclomotor","1"
"Nordeste","Sergipe","Masculino","81 a 90","XB-Condutor Ciclomotor/Carro","1"
"Nordeste","Sergipe","Masculino","91 a 100","A-Condutor Moto","13"
"Nordeste","Sergipe","Masculino","91 a 100","AB-Condutor Moto/Carro","29"
"Nordeste","Sergipe","Masculino","91 a 100","AC-Condutor Moto/Caminhão","1"
"Nordeste","Sergipe","Masculino","91 a 100","AD-Condutor Moto/Ônibus","7"
"Nordeste","Sergipe","Masculino","91 a 100","B-Condutor Carro","1.870"
"Nordeste","Sergipe","Masculino","91 a 100","C-Condutor Caminhão","72"
"Nordeste","Sergipe","Masculino","91 a 100","D-Condutor Ônibus","253"
"Nordeste","Sergipe","Masculino","91 a 100","E-Condutor Carreta","6"
"Nordeste","Sergipe","Masculino","101 a 120","AB-Condutor Moto/Carro","1"
"Nordeste","Sergipe","Masculino","101 a 120","B-Condutor Carro","265"
"Nordeste","Sergipe","Masculino","101 a 120","C-Condutor Caminhão","4"
"Nordeste","Sergipe","Masculino","101 a 120","D-Condutor Ônibus","15"
"Nordeste","Sergipe","Feminino","18 a 21","A-Condutor Moto","67"
"Nordeste","Sergipe","Feminino","18 a 21","AB-Condutor Moto/Carro","2.038"
"Nordeste","Sergipe","Feminino","18 a 21","AC-Condutor Moto/Caminhão","1"
"Nordeste","Sergipe","Feminino","18 a 21","B-Condutor Carro","1.802"
"Nordeste","Sergipe","Feminino","22 a 25","A-Condutor Moto","329"
"Nordeste","Sergipe","Feminino","22 a 25","AB-Condutor Moto/Carro","6.090"
"Nordeste","Sergipe","Feminino","22 a 25","AC-Condutor Moto/Caminhão","1"
"Nordeste","Sergipe","Feminino","22 a 25","AD-Condutor Moto/Ônibus","8"
"Nordeste","Sergipe","Feminino","22 a 25","B-Condutor Carro","4.617"
"Nordeste","Sergipe","Feminino","22 a 25","D-Condutor Ônibus","4"
"Nordeste","Sergipe","Feminino","26 a 30","A-Condutor Moto","716"
"Nordeste","Sergipe","Feminino","26 a 30","AB-Condutor Moto/Carro","11.395"
"Nordeste","Sergipe","Feminino","26 a 30","AC-Condutor Moto/Caminhão","10"
"Nordeste","Sergipe","Feminino","26 a 30","AD-Condutor Moto/Ônibus","24"
"Nordeste","Sergipe","Feminino","26 a 30","AE-Condutor Moto/Carreta","2"
"Nordeste","Sergipe","Feminino","26 a 30","B-Condutor Carro","9.792"
"Nordeste","Sergipe","Feminino","26 a 30","D-Condutor Ônibus","8"
"Nordeste","Sergipe","Feminino","26 a 30","X-Condutor Ciclomotor","1"
"Nordeste","Sergipe","Feminino","31 a 40","A-Condutor Moto","1.703"
"Nordeste","Sergipe","Feminino","31 a 40","AB-Condutor Moto/Carro","23.351"
"Nordeste","Sergipe","Feminino","31 a 40","AC-Condutor Moto/Caminhão","16"
"Nordeste","Sergipe","Feminino","31 a 40","AD-Condutor Moto/Ônibus","184"
"Nordeste","Sergipe","Feminino","31 a 40","AE-Condutor Moto/Carreta","18"
"Nordeste","Sergipe","Feminino","31 a 40","B-Condutor Carro","28.975"
"Nordeste","Sergipe","Feminino","31 a 40","C-Condutor Caminhão","7"
"Nordeste","Sergipe","Feminino","31 a 40","D-Condutor Ônibus","60"
"Nordeste","Sergipe","Feminino","31 a 40","E-Condutor Carreta","2"
"Nordeste","Sergipe","Feminino","31 a 40","XB-Condutor Ciclomotor/Carro","3"
"Nordeste","Sergipe","Feminino","41 a 50","A-Condutor Moto","1.318"
"Nordeste","Sergipe","Feminino","41 a 50","AB-Condutor Moto/Carro","12.982"
"Nordeste","Sergipe","Feminino","41 a 50","AC-Condutor Moto/Caminhão","18"
"Nordeste","Sergipe","Feminino","41 a 50","AD-Condutor Moto/Ônibus","187"
"Nordeste","Sergipe","Feminino","41 a 50","AE-Condutor Moto/Carreta","12"
"Nordeste","Sergipe","Feminino","41 a 50","B-Condutor Carro","30.563"
"Nordeste","Sergipe","Feminino","41 a 50","C-Condutor Caminhão","5"
"Nordeste","Sergipe","Feminino","41 a 50","D-Condutor Ônibus","142"
"Nordeste","Sergipe","Feminino","41 a 50","E-Condutor Carreta","3"
"Nordeste","Sergipe","Feminino","41 a 50","X-Condutor Ciclomotor","1"
"Nordeste","Sergipe","Feminino","41 a 50","XB-Condutor Ciclomotor/Carro","2"
"Nordeste","Sergipe","Feminino","51 a 60","A-Condutor Moto","516"
"Nordeste","Sergipe","Feminino","51 a 60","AB-Condutor Moto/Carro","3.639"
"Nordeste","Sergipe","Feminino","51 a 60","AC-Condutor Moto/Caminhão","9"
"Nordeste","Sergipe","Feminino","51 a 60","AD-Condutor Moto/Ônibus","66"
"Nordeste","Sergipe","Feminino","51 a 60","AE-Condutor Moto/Carreta","12"
"Nordeste","Sergipe","Feminino","51 a 60","B-Condutor Carro","20.567"
"Nordeste","Sergipe","Feminino","51 a 60","C-Condutor Caminhão","10"
"Nordeste","Sergipe","Feminino","51 a 60","D-Condutor Ônibus","124"
"Nordeste","Sergipe","Feminino","51 a 60","E-Condutor Carreta","3"
"Nordeste","Sergipe","Feminino","51 a 60","X-Condutor Ciclomotor","5"
"Nordeste","Sergipe","Feminino","51 a 60","XB-Condutor Ciclomotor/Carro","2"
"Nordeste","Sergipe","Feminino","61 a 70","A-Condutor Moto","101"
"Nordeste","Sergipe","Feminino","61 a 70","AB-Condutor Moto/Carro","597"
"Nordeste","Sergipe","Feminino","61 a 70","AC-Condutor Moto/Caminhão","4"
"Nordeste","Sergipe","Feminino","61 a 70","AD-Condutor Moto/Ônibus","18"
"Nordeste","Sergipe","Feminino","61 a 70","AE-Condutor Moto/Carreta","4"
"Nordeste","Sergipe","Feminino","61 a 70","B-Condutor Carro","13.119"
"Nordeste","Sergipe","Feminino","61 a 70","C-Condutor Caminhão","14"
"Nordeste","Sergipe","Feminino","61 a 70","D-Condutor Ônibus","55"
"Nordeste","Sergipe","Feminino","61 a 70","E-Condutor Carreta","3"
"Nordeste","Sergipe","Feminino","61 a 70","X-Condutor Ciclomotor","5"
"Nordeste","Sergipe","Feminino","61 a 70","XB-Condutor Ciclomotor/Carro","2"
"Nordeste","Sergipe","Feminino","71 a 80","A-Condutor Moto","12"
"Nordeste","Sergipe","Feminino","71 a 80","AB-Condutor Moto/Carro","56"
"Nordeste","Sergipe","Feminino","71 a 80","AD-Condutor Moto/Ônibus","2"
"Nordeste","Sergipe","Feminino","71 a 80","B-Condutor Carro","5.686"
"Nordeste","Sergipe","Feminino","71 a 80","C-Condutor Caminhão","11"
"Nordeste","Sergipe","Feminino","71 a 80","D-Condutor Ônibus","19"
"Nordeste","Sergipe","Feminino","81 a 90","AB-Condutor Moto/Carro","6"
"Nordeste","Sergipe","Feminino","81 a 90","B-Condutor Carro","1.374"
"Nordeste","Sergipe","Feminino","81 a 90","C-Condutor Caminhão","4"
"Nordeste","Sergipe","Feminino","81 a 90","D-Condutor Ônibus","5"
"Nordeste","Sergipe","Feminino","91 a 100","B-Condutor Carro","252"
"Nordeste","Sergipe","Feminino","101 a 120","B-Condutor Carro","17"
"Norte","Acre","Masculino","18 a 21","A-Condutor Moto","844"
"Norte","Acre","Masculino","18 a 21","AB-Condutor Moto/Carro","6.027"
"Norte","Acre","Masculino","18 a 21","AC-Condutor Moto/Caminhão","17"
"Norte","Acre","Masculino","18 a 21","AD-Condutor Moto/Ônibus","18"
"Norte","Acre","Masculino","18 a 21","AE-Condutor Moto/Carreta","1"
"Norte","Acre","Masculino","18 a 21","B-Condutor Carro","682"
"Norte","Acre","Masculino","22 a 25","A-Condutor Moto","1.775"
"Norte","Acre","Masculino","22 a 25","AB-Condutor Moto/Carro","11.168"
"Norte","Acre","Masculino","22 a 25","AC-Condutor Moto/Caminhão","34"
"Norte","Acre","Masculino","22 a 25","AD-Condutor Moto/Ônibus","549"
"Norte","Acre","Masculino","22 a 25","AE-Condutor Moto/Carreta","48"
"Norte","Acre","Masculino","22 a 25","B-Condutor Carro","1.087"
"Norte","Acre","Masculino","22 a 25","C-Condutor Caminhão","2"
"Norte","Acre","Masculino","22 a 25","D-Condutor Ônibus","10"
"Norte","Acre","Masculino","26 a 30","A-Condutor Moto","3.176"
"Norte","Acre","Masculino","26 a 30","AB-Condutor Moto/Carro","15.833"
"Norte","Acre","Masculino","26 a 30","AC-Condutor Moto/Caminhão","22"
"Norte","Acre","Masculino","26 a 30","AD-Condutor Moto/Ônibus","1.438"
"Norte","Acre","Masculino","26 a 30","AE-Condutor Moto/Carreta","226"
"Norte","Acre","Masculino","26 a 30","B-Condutor Carro","1.562"
"Norte","Acre","Masculino","26 a 30","D-Condutor Ônibus","28"
"Norte","Acre","Masculino","26 a 30","E-Condutor Carreta","8"
"Norte","Acre","Masculino","31 a 40","A-Condutor Moto","5.580"
"Norte","Acre","Masculino","31 a 40","AB-Condutor Moto/Carro","29.572"
"Norte","Acre","Masculino","31 a 40","AC-Condutor Moto/Caminhão","103"
"Norte","Acre","Masculino","31 a 40","AD-Condutor Moto/Ônibus","5.607"
"Norte","Acre","Masculino","31 a 40","AE-Condutor Moto/Carreta","1.117"
"Norte","Acre","Masculino","31 a 40","B-Condutor Carro","2.888"
"Norte","Acre","Masculino","31 a 40","C-Condutor Caminhão","9"
"Norte","Acre","Masculino","31 a 40","D-Condutor Ônibus","133"
"Norte","Acre","Masculino","31 a 40","E-Condutor Carreta","21"
"Norte","Acre","Masculino","41 a 50","A-Condutor Moto","3.875"
"Norte","Acre","Masculino","41 a 50","AB-Condutor Moto/Carro","23.839"
"Norte","Acre","Masculino","41 a 50","AC-Condutor Moto/Caminhão","528"
"Norte","Acre","Masculino","41 a 50","AD-Condutor Moto/Ônibus","6.425"
"Norte","Acre","Masculino","41 a 50","AE-Condutor Moto/Carreta","1.423"
"Norte","Acre","Masculino","41 a 50","B-Condutor Carro","3.315"
"Norte","Acre","Masculino","41 a 50","C-Condutor Caminhão","93"
"Norte","Acre","Masculino","41 a 50","D-Condutor Ônibus","385"
"Norte","Acre","Masculino","41 a 50","E-Condutor Carreta","108"
"Norte","Acre","Masculino","41 a 50","X-Condutor Ciclomotor","2"
"Norte","Acre","Masculino","51 a 60","A-Condutor Moto","2.044"
"Norte","Acre","Masculino","51 a 60","AB-Condutor Moto/Carro","12.697"
"Norte","Acre","Masculino","51 a 60","AC-Condutor Moto/Caminhão","1.684"
"Norte","Acre","Masculino","51 a 60","AD-Condutor Moto/Ônibus","3.045"
"Norte","Acre","Masculino","51 a 60","AE-Condutor Moto/Carreta","808"
"Norte","Acre","Masculino","51 a 60","B-Condutor Carro","2.872"
"Norte","Acre","Masculino","51 a 60","C-Condutor Caminhão","197"
"Norte","Acre","Masculino","51 a 60","D-Condutor Ônibus","365"
"Norte","Acre","Masculino","51 a 60","E-Condutor Carreta","99"
"Norte","Acre","Masculino","51 a 60","X-Condutor Ciclomotor","1"
"Norte","Acre","Masculino","61 a 70","A-Condutor Moto","733"
"Norte","Acre","Masculino","61 a 70","AB-Condutor Moto/Carro","5.536"
"Norte","Acre","Masculino","61 a 70","AC-Condutor Moto/Caminhão","947"
"Norte","Acre","Masculino","61 a 70","AD-Condutor Moto/Ônibus","1.499"
"Norte","Acre","Masculino","61 a 70","AE-Condutor Moto/Carreta","323"
"Norte","Acre","Masculino","61 a 70","B-Condutor Carro","3.231"
"Norte","Acre","Masculino","61 a 70","C-Condutor Caminhão","443"
"Norte","Acre","Masculino","61 a 70","D-Condutor Ônibus","623"
"Norte","Acre","Masculino","61 a 70","E-Condutor Carreta","165"
"Norte","Acre","Masculino","61 a 70","X-Condutor Ciclomotor","1"
"Norte","Acre","Masculino","71 a 80","A-Condutor Moto","170"
"Norte","Acre","Masculino","71 a 80","AB-Condutor Moto/Carro","1.849"
"Norte","Acre","Masculino","71 a 80","AC-Condutor Moto/Caminhão","262"
"Norte","Acre","Masculino","71 a 80","AD-Condutor Moto/Ônibus","367"
"Norte","Acre","Masculino","71 a 80","AE-Condutor Moto/Carreta","52"
"Norte","Acre","Masculino","71 a 80","B-Condutor Carro","2.572"
"Norte","Acre","Masculino","71 a 80","C-Condutor Caminhão","285"
"Norte","Acre","Masculino","71 a 80","D-Condutor Ônibus","342"
"Norte","Acre","Masculino","71 a 80","E-Condutor Carreta","63"
"Norte","Acre","Masculino","81 a 90","A-Condutor Moto","35"
"Norte","Acre","Masculino","81 a 90","AB-Condutor Moto/Carro","289"
"Norte","Acre","Masculino","81 a 90","AC-Condutor Moto/Caminhão","65"
"Norte","Acre","Masculino","81 a 90","AD-Condutor Moto/Ônibus","57"
"Norte","Acre","Masculino","81 a 90","AE-Condutor Moto/Carreta","3"
"Norte","Acre","Masculino","81 a 90","B-Condutor Carro","962"
"Norte","Acre","Masculino","81 a 90","C-Condutor Caminhão","129"
"Norte","Acre","Masculino","81 a 90","D-Condutor Ônibus","125"
"Norte","Acre","Masculino","81 a 90","E-Condutor Carreta","11"
"Norte","Acre","Masculino","91 a 100","A-Condutor Moto","6"
"Norte","Acre","Masculino","91 a 100","AB-Condutor Moto/Carro","20"
"Norte","Acre","Masculino","91 a 100","AC-Condutor Moto/Caminhão","17"
"Norte","Acre","Masculino","91 a 100","AD-Condutor Moto/Ônibus","15"
"Norte","Acre","Masculino","91 a 100","AE-Condutor Moto/Carreta","3"
"Norte","Acre","Masculino","91 a 100","B-Condutor Carro","272"
"Norte","Acre","Masculino","91 a 100","C-Condutor Caminhão","47"
"Norte","Acre","Masculino","91 a 100","D-Condutor Ônibus","15"
"Norte","Acre","Masculino","101 a 120","A-Condutor Moto","1"
"Norte","Acre","Masculino","101 a 120","AB-Condutor Moto/Carro","1"
"Norte","Acre","Masculino","101 a 120","AC-Condutor Moto/Caminhão","1"
"Norte","Acre","Masculino","101 a 120","AD-Condutor Moto/Ônibus","1"
"Norte","Acre","Masculino","101 a 120","B-Condutor Carro","34"
"Norte","Acre","Masculino","101 a 120","C-Condutor Caminhão","2"
"Norte","Acre","Masculino","101 a 120","D-Condutor Ônibus","2"
"Norte","Acre","Feminino","18 a 21","A-Condutor Moto","805"
"Norte","Acre","Feminino","18 a 21","AB-Condutor Moto/Carro","2.788"
"Norte","Acre","Feminino","18 a 21","B-Condutor Carro","899"
"Norte","Acre","Feminino","22 a 25","A-Condutor Moto","1.664"
"Norte","Acre","Feminino","22 a 25","AB-Condutor Moto/Carro","5.883"
"Norte","Acre","Feminino","22 a 25","AD-Condutor Moto/Ônibus","19"
"Norte","Acre","Feminino","22 a 25","AE-Condutor Moto/Carreta","1"
"Norte","Acre","Feminino","22 a 25","B-Condutor Carro","1.715"
"Norte","Acre","Feminino","22 a 25","D-Condutor Ônibus","1"
"Norte","Acre","Feminino","26 a 30","A-Condutor Moto","3.036"
"Norte","Acre","Feminino","26 a 30","AB-Condutor Moto/Carro","9.587"
"Norte","Acre","Feminino","26 a 30","AC-Condutor Moto/Caminhão","3"
"Norte","Acre","Feminino","26 a 30","AD-Condutor Moto/Ônibus","51"
"Norte","Acre","Feminino","26 a 30","AE-Condutor Moto/Carreta","3"
"Norte","Acre","Feminino","26 a 30","B-Condutor Carro","2.767"
"Norte","Acre","Feminino","26 a 30","D-Condutor Ônibus","1"
"Norte","Acre","Feminino","31 a 40","A-Condutor Moto","6.694"
"Norte","Acre","Feminino","31 a 40","AB-Condutor Moto/Carro","18.923"
"Norte","Acre","Feminino","31 a 40","AC-Condutor Moto/Caminhão","1"
"Norte","Acre","Feminino","31 a 40","AD-Condutor Moto/Ônibus","197"
"Norte","Acre","Feminino","31 a 40","AE-Condutor Moto/Carreta","12"
"Norte","Acre","Feminino","31 a 40","B-Condutor Carro","5.898"
"Norte","Acre","Feminino","31 a 40","C-Condutor Caminhão","1"
"Norte","Acre","Feminino","31 a 40","D-Condutor Ônibus","19"
"Norte","Acre","Feminino","41 a 50","A-Condutor Moto","4.938"
"Norte","Acre","Feminino","41 a 50","AB-Condutor Moto/Carro","12.153"
"Norte","Acre","Feminino","41 a 50","AC-Condutor Moto/Caminhão","7"
"Norte","Acre","Feminino","41 a 50","AD-Condutor Moto/Ônibus","182"
"Norte","Acre","Feminino","41 a 50","AE-Condutor Moto/Carreta","23"
"Norte","Acre","Feminino","41 a 50","B-Condutor Carro","6.774"
"Norte","Acre","Feminino","41 a 50","C-Condutor Caminhão","4"
"Norte","Acre","Feminino","41 a 50","D-Condutor Ônibus","28"
"Norte","Acre","Feminino","41 a 50","E-Condutor Carreta","1"
"Norte","Acre","Feminino","41 a 50","X-Condutor Ciclomotor","1"
"Norte","Acre","Feminino","51 a 60","A-Condutor Moto","1.539"
"Norte","Acre","Feminino","51 a 60","AB-Condutor Moto/Carro","4.497"
"Norte","Acre","Feminino","51 a 60","AC-Condutor Moto/Caminhão","26"
"Norte","Acre","Feminino","51 a 60","AD-Condutor Moto/Ônibus","47"
"Norte","Acre","Feminino","51 a 60","AE-Condutor Moto/Carreta","6"
"Norte","Acre","Feminino","51 a 60","B-Condutor Carro","5.260"
"Norte","Acre","Feminino","51 a 60","C-Condutor Caminhão","5"
"Norte","Acre","Feminino","51 a 60","D-Condutor Ônibus","28"
"Norte","Acre","Feminino","51 a 60","E-Condutor Carreta","2"
"Norte","Acre","Feminino","51 a 60","X-Condutor Ciclomotor","1"
"Norte","Acre","Feminino","61 a 70","A-Condutor Moto","257"
"Norte","Acre","Feminino","61 a 70","AB-Condutor Moto/Carro","1.207"
"Norte","Acre","Feminino","61 a 70","AC-Condutor Moto/Caminhão","15"
"Norte","Acre","Feminino","61 a 70","AD-Condutor Moto/Ônibus","4"
"Norte","Acre","Feminino","61 a 70","B-Condutor Carro","3.173"
"Norte","Acre","Feminino","61 a 70","C-Condutor Caminhão","9"
"Norte","Acre","Feminino","61 a 70","D-Condutor Ônibus","8"
"Norte","Acre","Feminino","61 a 70","E-Condutor Carreta","1"
"Norte","Acre","Feminino","61 a 70","X-Condutor Ciclomotor","2"
"Norte","Acre","Feminino","71 a 80","A-Condutor Moto","28"
"Norte","Acre","Feminino","71 a 80","AB-Condutor Moto/Carro","186"
"Norte","Acre","Feminino","71 a 80","AC-Condutor Moto/Caminhão","4"
"Norte","Acre","Feminino","71 a 80","AD-Condutor Moto/Ônibus","1"
"Norte","Acre","Feminino","71 a 80","B-Condutor Carro","1.216"
"Norte","Acre","Feminino","71 a 80","C-Condutor Caminhão","7"
"Norte","Acre","Feminino","71 a 80","D-Condutor Ônibus","1"
"Norte","Acre","Feminino","81 a 90","AB-Condutor Moto/Carro","22"
"Norte","Acre","Feminino","81 a 90","B-Condutor Carro","227"
"Norte","Acre","Feminino","81 a 90","C-Condutor Caminhão","1"
"Norte","Acre","Feminino","81 a 90","D-Condutor Ônibus","1"
"Norte","Acre","Feminino","91 a 100","B-Condutor Carro","32"
"Norte","Amazonas","Masculino","18 a 21","A-Condutor Moto","1.390"
"Norte","Amazonas","Masculino","18 a 21","AB-Condutor Moto/Carro","7.906"
"Norte","Amazonas","Masculino","18 a 21","AC-Condutor Moto/Caminhão","2"
"Norte","Amazonas","Masculino","18 a 21","AD-Condutor Moto/Ônibus","28"
"Norte","Amazonas","Masculino","18 a 21","B-Condutor Carro","6.023"
"Norte","Amazonas","Masculino","18 a 21","D-Condutor Ônibus","2"
"Norte","Amazonas","Masculino","22 a 25","A-Condutor Moto","4.153"
"Norte","Amazonas","Masculino","22 a 25","AB-Condutor Moto/Carro","20.234"
"Norte","Amazonas","Masculino","22 a 25","AD-Condutor Moto/Ônibus","980"
"Norte","Amazonas","Masculino","22 a 25","AE-Condutor Moto/Carreta","104"
"Norte","Amazonas","Masculino","22 a 25","B-Condutor Carro","13.103"
"Norte","Amazonas","Masculino","22 a 25","D-Condutor Ônibus","191"
"Norte","Amazonas","Masculino","22 a 25","E-Condutor Carreta","14"
"Norte","Amazonas","Masculino","22 a 25","XB-Condutor Ciclomotor/Carro","1"
"Norte","Amazonas","Masculino","26 a 30","A-Condutor Moto","6.655"
"Norte","Amazonas","Masculino","26 a 30","AB-Condutor Moto/Carro","32.388"
"Norte","Amazonas","Masculino","26 a 30","AC-Condutor Moto/Caminhão","6"
"Norte","Amazonas","Masculino","26 a 30","AD-Condutor Moto/Ônibus","3.251"
"Norte","Amazonas","Masculino","26 a 30","AE-Condutor Moto/Carreta","616"
"Norte","Amazonas","Masculino","26 a 30","B-Condutor Carro","21.842"
"Norte","Amazonas","Masculino","26 a 30","C-Condutor Caminhão","5"
"Norte","Amazonas","Masculino","26 a 30","D-Condutor Ônibus","764"
"Norte","Amazonas","Masculino","26 a 30","E-Condutor Carreta","115"
"Norte","Amazonas","Masculino","31 a 40","A-Condutor Moto","13.107"
"Norte","Amazonas","Masculino","31 a 40","AB-Condutor Moto/Carro","65.382"
"Norte","Amazonas","Masculino","31 a 40","AC-Condutor Moto/Caminhão","62"
"Norte","Amazonas","Masculino","31 a 40","AD-Condutor Moto/Ônibus","12.767"
"Norte","Amazonas","Masculino","31 a 40","AE-Condutor Moto/Carreta","3.336"
"Norte","Amazonas","Masculino","31 a 40","B-Condutor Carro","45.951"
"Norte","Amazonas","Masculino","31 a 40","C-Condutor Caminhão","26"
"Norte","Amazonas","Masculino","31 a 40","D-Condutor Ônibus","3.785"
"Norte","Amazonas","Masculino","31 a 40","E-Condutor Carreta","998"
"Norte","Amazonas","Masculino","41 a 50","A-Condutor Moto","10.114"
"Norte","Amazonas","Masculino","41 a 50","AB-Condutor Moto/Carro","48.493"
"Norte","Amazonas","Masculino","41 a 50","AC-Condutor Moto/Caminhão","455"
"Norte","Amazonas","Masculino","41 a 50","AD-Condutor Moto/Ônibus","13.540"
"Norte","Amazonas","Masculino","41 a 50","AE-Condutor Moto/Carreta","3.578"
"Norte","Amazonas","Masculino","41 a 50","B-Condutor Carro","47.457"
"Norte","Amazonas","Masculino","41 a 50","C-Condutor Caminhão","364"
"Norte","Amazonas","Masculino","41 a 50","D-Condutor Ônibus","7.056"
"Norte","Amazonas","Masculino","41 a 50","E-Condutor Carreta","1.757"
"Norte","Amazonas","Masculino","41 a 50","XB-Condutor Ciclomotor/Carro","1"
"Norte","Amazonas","Masculino","51 a 60","A-Condutor Moto","4.918"
"Norte","Amazonas","Masculino","51 a 60","AB-Condutor Moto/Carro","21.334"
"Norte","Amazonas","Masculino","51 a 60","AC-Condutor Moto/Caminhão","1.429"
"Norte","Amazonas","Masculino","51 a 60","AD-Condutor Moto/Ônibus","6.302"
"Norte","Amazonas","Masculino","51 a 60","AE-Condutor Moto/Carreta","1.587"
"Norte","Amazonas","Masculino","51 a 60","B-Condutor Carro","37.140"
"Norte","Amazonas","Masculino","51 a 60","C-Condutor Caminhão","1.936"
"Norte","Amazonas","Masculino","51 a 60","D-Condutor Ônibus","6.772"
"Norte","Amazonas","Masculino","51 a 60","E-Condutor Carreta","1.426"
"Norte","Amazonas","Masculino","61 a 70","A-Condutor Moto","1.623"
"Norte","Amazonas","Masculino","61 a 70","AB-Condutor Moto/Carro","8.574"
"Norte","Amazonas","Masculino","61 a 70","AC-Condutor Moto/Caminhão","1.320"
"Norte","Amazonas","Masculino","61 a 70","AD-Condutor Moto/Ônibus","2.722"
"Norte","Amazonas","Masculino","61 a 70","AE-Condutor Moto/Carreta","595"
"Norte","Amazonas","Masculino","61 a 70","B-Condutor Carro","26.086"
"Norte","Amazonas","Masculino","61 a 70","C-Condutor Caminhão","2.644"
"Norte","Amazonas","Masculino","61 a 70","D-Condutor Ônibus","5.600"
"Norte","Amazonas","Masculino","61 a 70","E-Condutor Carreta","881"
"Norte","Amazonas","Masculino","61 a 70","XC-Condutor Ciclomotor/Caminhão","1"
"Norte","Amazonas","Masculino","71 a 80","A-Condutor Moto","357"
"Norte","Amazonas","Masculino","71 a 80","AB-Condutor Moto/Carro","2.955"
"Norte","Amazonas","Masculino","71 a 80","AC-Condutor Moto/Caminhão","396"
"Norte","Amazonas","Masculino","71 a 80","AD-Condutor Moto/Ônibus","599"
"Norte","Amazonas","Masculino","71 a 80","AE-Condutor Moto/Carreta","94"
"Norte","Amazonas","Masculino","71 a 80","B-Condutor Carro","13.775"
"Norte","Amazonas","Masculino","71 a 80","C-Condutor Caminhão","1.540"
"Norte","Amazonas","Masculino","71 a 80","D-Condutor Ônibus","2.142"
"Norte","Amazonas","Masculino","71 a 80","E-Condutor Carreta","263"
"Norte","Amazonas","Masculino","81 a 90","A-Condutor Moto","69"
"Norte","Amazonas","Masculino","81 a 90","AB-Condutor Moto/Carro","575"
"Norte","Amazonas","Masculino","81 a 90","AC-Condutor Moto/Caminhão","111"
"Norte","Amazonas","Masculino","81 a 90","AD-Condutor Moto/Ônibus","59"
"Norte","Amazonas","Masculino","81 a 90","AE-Condutor Moto/Carreta","6"
"Norte","Amazonas","Masculino","81 a 90","B-Condutor Carro","4.766"
"Norte","Amazonas","Masculino","81 a 90","C-Condutor Caminhão","1.015"
"Norte","Amazonas","Masculino","81 a 90","D-Condutor Ônibus","472"
"Norte","Amazonas","Masculino","81 a 90","E-Condutor Carreta","31"
"Norte","Amazonas","Masculino","91 a 100","A-Condutor Moto","14"
"Norte","Amazonas","Masculino","91 a 100","AB-Condutor Moto/Carro","69"
"Norte","Amazonas","Masculino","91 a 100","AC-Condutor Moto/Caminhão","18"
"Norte","Amazonas","Masculino","91 a 100","AD-Condutor Moto/Ônibus","7"
"Norte","Amazonas","Masculino","91 a 100","B-Condutor Carro","1.274"
"Norte","Amazonas","Masculino","91 a 100","C-Condutor Caminhão","374"
"Norte","Amazonas","Masculino","91 a 100","D-Condutor Ônibus","41"
"Norte","Amazonas","Masculino","91 a 100","E-Condutor Carreta","1"
"Norte","Amazonas","Masculino","101 a 120","A-Condutor Moto","1"
"Norte","Amazonas","Masculino","101 a 120","AB-Condutor Moto/Carro","10"
"Norte","Amazonas","Masculino","101 a 120","AC-Condutor Moto/Caminhão","1"
"Norte","Amazonas","Masculino","101 a 120","B-Condutor Carro","137"
"Norte","Amazonas","Masculino","101 a 120","C-Condutor Caminhão","31"
"Norte","Amazonas","Masculino","101 a 120","D-Condutor Ônibus","1"
